set,H,n_villages,n_categories,V1,V2,V3,V4
415,0.5031837316805837,40,4,37,1,1,1
416,0.6189955935892812,40,4,36,2,1,1
417,0.7149332675064299,40,4,35,3,1,1
418,0.7338054550605168,40,4,35,2,2,1
419,0.7975846798245739,40,4,34,4,1,1
420,0.8287124922704872,40,4,34,3,2,1
421,0.847584679824574,40,4,34,2,2,2
422,0.870061934555718,40,4,33,5,1,1
423,0.9103029464166383,40,4,33,4,2,1
424,0.9225585713084649,40,4,33,3,3,1
425,0.9414307588625517,40,4,33,3,2,2
426,0.9341837197791889,40,4,32,6,1,1
427,0.981687083026442,40,4,32,5,2,1
428,1.0030559073332757,40,4,32,4,3,1
429,1.0219280948873624,40,4,32,4,2,2
430,1.0341837197791888,40,4,32,3,3,2
431,0.9911388429774534,40,4,31,7,1,1
432,1.0446815792293607,40,4,31,6,2,1
433,1.073312754922527,40,4,31,5,3,1
434,1.0921849424766137,40,4,31,5,2,2
435,1.082425954337534,40,4,31,4,4,1
436,1.1135537667834474,40,4,31,4,3,2
437,1.1258093916752738,40,4,31,3,3,3
438,1.0417601481809733,40,4,30,8,1,1
439,1.1004730368208928,40,4,30,7,2,1
440,1.1351435855187133,40,4,30,6,3,1
441,1.1540157730728,40,4,30,6,2,2
442,1.1515191363200532,40,4,30,5,4,1
443,1.1826469487659663,40,4,30,5,3,2
444,1.1917601481809734,40,4,30,4,4,2
445,1.2040157730728,40,4,30,4,3,3
446,1.0866587480953522,40,4,29,9,1,1
447,1.1498918734198726,40,4,29,8,2,1
448,1.1897325745057052,40,4,29,7,3,1
449,1.208604762059792,40,4,29,7,2,2
450,1.212147498311699,40,4,29,6,4,1
451,1.2432753107576124,40,4,29,6,3,2
452,1.2194098496980321,40,4,29,5,5,1
453,1.2596508615589523,40,4,29,5,4,2
454,1.2719064864507788,40,4,29,5,3,3
455,1.2810196858657859,40,4,29,4,4,3
456,1.1262976257251989,40,4,28,10,1,1
457,1.1935465241225192,40,4,28,9,2,1
458,1.2379074618929526,40,4,28,8,3,1
459,1.2567796494470396,40,4,28,8,2,2
460,1.2654925380869588,40,4,28,7,4,1
461,1.2966203505328722,40,4,28,7,3,2
462,1.2787942624779458,40,4,28,6,5,1
463,1.319035274338866,40,4,28,6,4,2
464,1.3312908992306927,40,4,28,6,3,3
465,1.326297625725199,40,4,28,5,5,2
466,1.3476664500320326,40,4,28,5,4,3
467,1.3567796494470397,40,4,28,4,4,4
468,1.1610353358017642,40,4,27,11,1,1
469,1.2318970072051805,40,4,27,10,2,1
470,1.280273718048414,40,4,27,9,3,1
471,1.2991459056025008,40,4,27,9,2,2
472,1.3123790309270211,40,4,27,8,4,1
473,1.3435068433729342,40,4,27,8,3,2
474,1.33085090770602,40,4,27,7,5,1
475,1.3710919195669404,40,4,27,7,4,2
476,1.383347544458767,40,4,27,7,3,3
477,1.3368902807106742,40,4,27,6,6,1
478,1.3843936439579274,40,4,27,6,5,2
479,1.405762468264761,40,4,27,6,4,3
480,1.4130248196510937,40,4,27,5,5,3
481,1.4221380190661008,40,4,27,5,4,4
482,1.1911535278793055,40,4,26,12,1,1
483,1.2652985829703955,40,4,26,11,2,1
484,1.317288066819725,40,4,26,10,3,1
485,1.3361602543738118,40,4,26,10,2,2
486,1.3534091527711323,40,4,26,9,4,1
487,1.3845369652170454,40,4,26,9,3,2
488,1.376401266234732,40,4,26,8,5,1
489,1.4166422780956525,40,4,26,8,4,2
490,1.4288979029874789,40,4,26,8,3,3
491,1.3876107916273983,40,4,26,7,6,1
492,1.4351141548746513,40,4,26,7,5,2
493,1.456482979181485,40,4,26,7,4,3
494,1.4411535278793055,40,4,26,6,6,2
495,1.469784703572472,40,4,26,6,5,3
496,1.478897902987479,40,4,26,6,4,4
497,1.4861602543738117,40,4,26,5,5,4
498,1.2168750678823046,40,4,25,13,1,1
499,1.2940292260618127,40,4,25,12,2,1
500,1.349302093598816,40,4,25,11,3,1
501,1.3681742811529027,40,4,25,11,2,2
502,1.389035952556319,40,4,25,10,4,1
503,1.4201637650022323,40,4,25,10,3,2
504,1.416043839092719,40,4,25,9,5,1
505,1.4562848509536392,40,4,25,9,4,2
506,1.4685404758454657,40,4,25,9,3,3
507,1.431773601169986,40,4,25,8,6,1
508,1.4792769644172392,40,4,25,8,5,2
509,1.5006457887240727,40,4,25,8,4,3
510,1.436943753557998,40,4,25,7,7,1
511,1.4904864898099053,40,4,25,7,6,2
512,1.5191176655030718,40,4,25,7,5,3
513,1.5282308649180787,40,4,25,7,4,4
514,1.5251570385077258,40,4,25,6,6,3
515,1.5415325893090657,40,4,25,6,5,4
516,1.5487949406953985,40,4,25,5,5,5
517,1.2383763717345073,40,4,24,14,1,1
518,1.3183076860588139,40,4,24,13,2,1
519,1.376589656684235,40,4,24,12,3,1
520,1.395461844238322,40,4,24,12,2,2
521,1.419606899329412,40,4,24,11,4,1
522,1.450734711775325,40,4,24,11,3,2
523,1.4502275588719078,40,4,24,10,5,1
524,1.490468570732828,40,4,24,10,4,2
525,1.5027241956246546,40,4,24,10,3,3
526,1.469973094021975,40,4,24,9,6,1
527,1.517476457269228,40,4,24,9,5,2
528,1.5388452815760618,40,4,24,9,4,3
529,1.4796634830945878,40,4,24,8,7,1
530,1.5332062193464953,40,4,24,8,6,2
531,1.5618373950396616,40,4,24,8,5,3
532,1.5709505944546687,40,4,24,8,4,4
533,1.5383763717345074,40,4,24,7,7,2
534,1.5730469204323279,40,4,24,7,6,3
535,1.5894224712336678,40,4,24,7,5,4
536,1.5954618442383217,40,4,24,6,6,4
537,1.6027241956246545,40,4,24,6,5,5
538,1.2557959968013856,40,4,23,15,1,1
539,1.3383057474344184,40,4,23,14,2,1
540,1.3993648742046383,40,4,23,13,3,1
541,1.4182370617587252,40,4,23,13,2,2
542,1.4453912199382333,40,4,23,12,4,1
543,1.4765190323841464,40,4,23,12,3,2
544,1.4792952631684029,40,4,23,11,5,1
545,1.5195362750293233,40,4,23,11,4,2
546,1.5317918999211497,40,4,23,11,3,3
547,1.502653571324566,40,4,23,10,6,1
548,1.5501569345718191,40,4,23,10,5,2
549,1.5715257588786526,40,4,23,10,4,3
550,1.516359733469979,40,4,23,9,7,1
551,1.5699024697218862,40,4,23,9,6,2
552,1.5985336454150527,40,4,23,9,5,3
553,1.6076468448300598,40,4,23,9,4,4
554,1.5208799701545799,40,4,23,8,8,1
555,1.5795928587944994,40,4,23,8,7,2
556,1.6142634074923197,40,4,23,8,6,3
557,1.6306389582936598,40,4,23,8,5,4
558,1.6194335598803318,40,4,23,7,7,3
559,1.6418484836863259,40,4,23,7,6,4
560,1.6491108350726587,40,4,23,7,5,5
561,1.6551502080773128,40,4,23,6,6,5
562,1.2692407046368488,40,4,22,16,1,1
563,1.3541567312836544,40,4,22,15,2,1
564,1.4177942943626007,40,4,22,14,3,1
565,1.4366664819166874,40,4,22,14,2,2
566,1.466597796240994,40,4,22,13,4,1
567,1.4977256086869073,40,4,22,13,3,2
568,1.5035109425595816,40,4,22,12,5,1
569,1.543751954420502,40,4,22,12,4,2
570,1.5560075793123285,40,4,22,12,3,3
571,1.5301526344034186,40,4,22,11,6,1
572,1.5776559976506719,40,4,22,11,5,2
573,1.5990248219575054,40,4,22,11,4,3
574,1.5474715695549275,40,4,22,10,7,1
575,1.6010143058068347,40,4,22,10,6,2
576,1.6296454815000012,40,4,22,10,5,3
577,1.6387586809150083,40,4,22,10,4,4
578,1.5560075793123285,40,4,22,9,8,1
579,1.6147204679522478,40,4,22,9,7,2
580,1.6493910166500685,40,4,22,9,6,3
581,1.6657665674514082,40,4,22,9,5,4
582,1.6192407046368489,40,4,22,8,8,2
583,1.6590814057226813,40,4,22,8,7,3
584,1.6814963295286753,40,4,22,8,6,4
585,1.6887586809150081,40,4,22,8,5,5
586,1.6866664819166874,40,4,22,7,7,4
587,1.6999682063076744,40,4,22,7,6,5
588,1.7060075793123284,40,4,22,6,6,6
589,1.2787897403971191,40,4,21,17,1,1
590,1.3659614479285132,40,4,21,16,2,1
591,1.432005287021232,40,4,21,15,3,1
592,1.4508774745753188,40,4,21,15,2,2
593,1.4833872252083518,40,4,21,14,4,1
594,1.514515037654265,40,4,21,14,3,2
595,1.523077527671738,40,4,21,13,5,1
596,1.5633185395326583,40,4,21,13,4,2
597,1.575574164424485,40,4,21,13,3,3
598,1.552728322603993,40,4,21,12,6,1
599,1.600231685851246,40,4,21,12,5,2
600,1.6216005101580797,40,4,21,12,4,3
601,1.5733306414431758,40,4,21,11,7,1
602,1.626873377695083,40,4,21,11,6,2
603,1.6555045533882495,40,4,21,11,5,3
604,1.6646177528032564,40,4,21,11,4,4
605,1.5854794242066725,40,4,21,10,8,1
606,1.644192312846592,40,4,21,10,7,2
607,1.6788628615444123,40,4,21,10,6,3
608,1.6952384123457525,40,4,21,10,5,4
609,1.5894951972794726,40,4,21,9,9,1
610,1.652728322603993,40,4,21,9,8,2
611,1.6925690236898254,40,4,21,9,7,3
612,1.7149839474958195,40,4,21,9,6,4
613,1.7222462988821523,40,4,21,9,5,5
614,1.6970892603744265,40,4,21,8,8,3
615,1.7246743365684325,40,4,21,8,7,4
616,1.7379760609594195,40,4,21,8,6,5
617,1.7431462133474316,40,4,21,7,7,5
618,1.7491855863520855,40,4,21,7,6,6
619,1.2844977967946407,40,4,20,18,1,1
620,1.373792339912287,40,4,20,17,2,1
621,1.4420918598895944,40,4,20,16,3,1
622,1.4609640474436811,40,4,20,16,2,2
623,1.4958800740904867,40,4,20,15,4,1
624,1.5270078865364,40,4,20,15,3,2
625,1.5381488128625995,40,4,20,14,5,1
626,1.5783898247235197,40,4,20,14,4,2
627,1.5906454496153462,40,4,20,14,3,3
628,1.5705767639396528,40,4,20,13,6,1
629,1.618080127186906,40,4,20,13,5,2
630,1.6394489514937396,40,4,20,13,4,3
631,1.5941881858672535,40,4,20,12,7,1
632,1.647730922119161,40,4,20,12,6,2
633,1.6763620978123273,40,4,20,12,5,3
634,1.6854752972273344,40,4,20,12,4,4
635,1.6096203523184243,40,4,20,11,8,1
636,1.6683332409583438,40,4,20,11,7,2
637,1.7030037896561643,40,4,20,11,6,3
638,1.7193793404575042,40,4,20,11,5,4
639,1.6172488983973203,40,4,20,10,9,1
640,1.6804820237218405,40,4,20,10,8,2
641,1.7203227248076731,40,4,20,10,7,3
642,1.7427376486136672,40,4,20,10,6,4
643,1.75,40,4,20,10,5,5
644,1.6844977967946406,40,4,20,9,9,2
645,1.728858734565074,40,4,20,9,8,3
646,1.7564438107590803,40,4,20,9,7,4
647,1.7697455351500673,40,4,20,9,6,5
648,1.7609640474436812,40,4,20,8,8,4
649,1.77943592422268,40,4,20,8,7,5
650,1.7854752972273342,40,4,20,8,6,6
651,1.7906454496153463,40,4,20,7,7,6
652,1.2863969571159561,40,4,19,19,1,1
653,1.3776962753526187,40,4,19,18,2,1
654,1.4481186309161784,40,4,19,17,3,1
655,1.4669908184702651,40,4,19,17,2,2
656,1.5041625260016591,40,4,19,16,4,1
657,1.5352903384475725,40,4,19,16,3,2
658,1.5488375407875445,40,4,19,15,5,1
659,1.589078552648465,40,4,19,15,4,2
660,1.6013341775402914,40,4,19,15,3,3
661,1.5838439281733243,40,4,19,14,6,1
662,1.6313472914205775,40,4,19,14,5,2
663,1.652716115727411,40,4,19,14,4,3
664,1.6102325062457237,40,4,19,13,7,1
665,1.6637752424976309,40,4,19,13,6,2
666,1.6924064181907974,40,4,19,13,5,3
667,1.7015196176058045,40,4,19,13,4,4
668,1.6286737757853125,40,4,19,12,8,1
669,1.6873866644252318,40,4,19,12,7,2
670,1.7220572131230523,40,4,19,12,6,3
671,1.7384327639243922,40,4,19,12,5,4
672,1.639585705551882,40,4,19,11,9,1
673,1.7028188308764025,40,4,19,11,8,2
674,1.742659531962235,40,4,19,11,7,3
675,1.765074455768229,40,4,19,11,6,4
676,1.772336807154562,40,4,19,11,5,5
677,1.643198478557978,40,4,19,10,10,1
678,1.7104473769552984,40,4,19,10,9,2
679,1.7548083147257318,40,4,19,10,8,3
680,1.782393390919738,40,4,19,10,7,4
681,1.7956951153107248,40,4,19,10,6,5
682,1.758824087798532,40,4,19,9,9,3
683,1.790929400677139,40,4,19,9,8,4
684,1.8094012774561379,40,4,19,9,7,5
685,1.815440650460792,40,4,19,9,6,6
686,1.813921514140739,40,4,19,8,8,5
687,1.825131039533405,40,4,19,8,7,6
688,1.8303011919214172,40,4,19,7,7,7
689,1.4501234060351946,40,4,18,18,3,1
690,1.4689955935892813,40,4,18,18,2,2
691,1.5082901367069277,40,4,18,17,4,1
692,1.539417949152841,40,4,18,17,3,2
693,1.5552208323774015,40,4,18,16,5,1
694,1.5954618442383217,40,4,18,16,4,2
695,1.6077174691301483,40,4,18,16,3,3
696,1.592633495776954,40,4,18,15,6,1
697,1.6401368590242071,40,4,18,15,5,2
698,1.6615056833310407,40,4,18,15,4,3
699,1.6216005101580797,40,4,18,14,7,1
700,1.675143246409987,40,4,18,14,6,2
701,1.7037744221031534,40,4,18,14,5,3
702,1.7128876215181603,40,4,18,14,4,4
703,1.642818935842467,40,4,18,13,8,1
704,1.7015318244823863,40,4,18,13,7,2
705,1.7362023731802068,40,4,18,13,6,3
706,1.7525779239815467,40,4,18,13,5,4
707,1.6567399686974547,40,4,18,12,9,1
708,1.719973094021975,40,4,18,12,8,2
709,1.7598137951078077,40,4,18,12,7,3
710,1.7822287189138015,40,4,18,12,6,4
711,1.7894910703001345,40,4,18,12,5,5
712,1.6636361253912244,40,4,18,11,10,1
713,1.730885023788545,40,4,18,11,9,2
714,1.7752459615589784,40,4,18,11,8,3
715,1.8028310377529844,40,4,18,11,7,4
716,1.8161327621439713,40,4,18,11,6,5
717,1.7344977967946407,40,4,18,10,10,2
718,1.7828745076378743,40,4,18,10,9,3
719,1.8149798205164813,40,4,18,10,8,4
720,1.8334516972954802,40,4,18,10,7,5
721,1.8394910703001344,40,4,18,10,6,6
722,1.8189955935892814,40,4,18,9,9,4
723,1.8419877070528812,40,4,18,9,8,5
724,1.8531972324455475,40,4,18,9,7,6
725,1.8577174691301483,40,4,18,8,8,6
726,1.8628876215181605,40,4,18,8,7,7
727,1.5573436679636536,40,4,17,17,5,1
728,1.597584679824574,40,4,17,17,4,2
729,1.6098403047164007,40,4,17,17,3,3
730,1.5970120122477947,40,4,17,16,6,1
731,1.644515375495048,40,4,17,16,5,2
732,1.6658841998018814,40,4,17,16,4,3
733,1.628385302642693,40,4,17,15,7,1
734,1.6819280388946003,40,4,17,15,6,2
735,1.7105592145877668,40,4,17,15,5,3
736,1.719672414002774,40,4,17,15,4,4
737,1.6521821646358066,40,4,17,14,8,1
738,1.710895053275726,40,4,17,14,7,2
739,1.7455656019735466,40,4,17,14,6,3
740,1.7619411527748865,40,4,17,14,5,4
741,1.668880353635593,40,4,17,13,9,1
742,1.7321134789601134,40,4,17,13,8,2
743,1.771954180045946,40,4,17,13,7,3
744,1.7943691038519398,40,4,17,13,6,4
745,1.8016314552382728,40,4,17,13,5,5
746,1.6787856134177808,40,4,17,12,10,1
747,1.746034511815101,40,4,17,12,9,2
748,1.7903954495855345,40,4,17,12,8,3
749,1.8179805257795407,40,4,17,12,7,4
750,1.8312822501705277,40,4,17,12,6,5
751,1.6820689971054548,40,4,17,11,11,1
752,1.7529306685088708,40,4,17,11,10,2
753,1.8013073793521044,40,4,17,11,9,3
754,1.8334126922307115,40,4,17,11,8,4
755,1.8518845690097105,40,4,17,11,7,5
756,1.8579239420143645,40,4,17,11,6,6
757,1.8049201523582004,40,4,17,10,10,3
758,1.8410412383096073,40,4,17,10,9,4
759,1.8640333517732073,40,4,17,10,8,5
760,1.8752428771658733,40,4,17,10,7,6
761,1.8680491248460074,40,4,17,9,9,5
762,1.8837788869232743,40,4,17,9,8,6
763,1.8889490393112864,40,4,17,9,7,7
764,1.8934692759958875,40,4,17,8,8,7
765,1.6306409835272815,40,4,16,16,7,1
766,1.6841837197791887,40,4,16,16,6,2
767,1.7128148954723552,40,4,16,16,5,3
768,1.721928094887362,40,4,16,16,4,4
769,1.6568441215341678,40,4,16,15,8,1
770,1.7155570101740871,40,4,16,15,7,2
771,1.7502275588719076,40,4,16,15,6,3
772,1.7666031096732475,40,4,16,15,5,4
773,1.6761207468426806,40,4,16,14,9,1
774,1.7393538721672008,40,4,16,14,8,2
775,1.7791945732530334,40,4,16,14,7,3
776,1.8016094970590273,40,4,16,14,6,4
777,1.80887184844536,40,4,16,14,5,5
778,1.6888031627696667,40,4,16,13,10,1
779,1.7560520611669872,40,4,16,13,9,2
780,1.8004129989374207,40,4,16,13,8,3
781,1.8279980751314266,40,4,16,13,7,4
782,1.8412997995224136,40,4,16,13,6,5
783,1.6950956495457588,40,4,16,12,11,1
784,1.7659573209491748,40,4,16,12,10,2
785,1.8143340317924084,40,4,16,12,9,3
786,1.8464393446710154,40,4,16,12,8,4
787,1.8649112214500145,40,4,16,12,7,5
788,1.8709505944546685,40,4,16,12,6,6
789,1.7692407046368488,40,4,16,11,11,2
790,1.8212301884861781,40,4,16,11,10,3
791,1.8573512744375853,40,4,16,11,9,4
792,1.8803433879011853,40,4,16,11,8,5
793,1.8915529132938513,40,4,16,11,7,6
794,1.860964047443681,40,4,16,10,10,4
795,1.8879719339800811,40,4,16,10,9,5
796,1.903701696057348,40,4,16,10,8,6
797,1.9088718484453602,40,4,16,10,7,7
798,1.9077174691301484,40,4,16,9,9,6
799,1.9174078582027612,40,4,16,9,8,7
800,1.9219280948873623,40,4,16,8,8,8
801,1.6785270228564533,40,4,15,15,9,1
802,1.7417601481809735,40,4,15,15,8,2
803,1.781600849266806,40,4,15,15,7,3
804,1.8040157730728001,40,4,15,15,6,4
805,1.811278124459133,40,4,15,15,5,5
806,1.6937878750921658,40,4,15,14,10,1
807,1.7610367734894863,40,4,15,14,9,2
808,1.8053977112599198,40,4,15,14,8,3
809,1.8329827874539257,40,4,15,14,7,4
810,1.8462845118449127,40,4,15,14,6,5
811,1.7028575180130563,40,4,15,13,11,1
812,1.7737191894164726,40,4,15,13,10,2
813,1.8220959002597061,40,4,15,13,9,3
814,1.854201213138313,40,4,15,13,8,4
815,1.872673089917312,40,4,15,13,7,5
816,1.8787124629219663,40,4,15,13,6,6
817,1.7058666211014741,40,4,15,12,12,1
818,1.7800116761925644,40,4,15,12,11,2
819,1.8320011600418937,40,4,15,12,10,3
820,1.868122245993301,40,4,15,12,9,4
821,1.8911143594569007,40,4,15,12,8,5
822,1.902323884849567,40,4,15,12,7,6
823,1.8352845437295677,40,4,15,11,11,3
824,1.8750184026870707,40,4,15,11,10,4
825,1.9020262892234707,40,4,15,11,9,5
826,1.9177560513007377,40,4,15,11,8,6
827,1.9229262036887498,40,4,15,11,7,7
828,1.9056390622295665,40,4,15,10,10,5
829,1.9253845973796335,40,4,15,10,9,6
830,1.9350749864522467,40,4,15,10,8,7
831,1.9390907595250466,40,4,15,9,9,7
832,1.9436109962096477,40,4,15,9,8,8
833,1.7054359543217825,40,4,14,14,11,1
834,1.7762976257251988,40,4,14,14,10,2
835,1.8246743365684324,40,4,14,14,9,3
836,1.8567796494470394,40,4,14,14,8,4
837,1.8752515262260383,40,4,14,14,7,5
838,1.8812908992306925,40,4,14,14,6,6
839,1.7112222135549993,40,4,14,13,12,1
840,1.7853672686460893,40,4,14,13,11,2
841,1.8373567524954186,40,4,14,13,10,3
842,1.8734778384468258,40,4,14,13,9,4
843,1.8964699519104258,40,4,14,13,8,5
844,1.9076794773030918,40,4,14,13,7,6
845,1.7883763717345071,40,4,14,12,12,2
846,1.8436492392715105,40,4,14,12,11,3
847,1.8833830982290134,40,4,14,12,10,4
848,1.9103909847654135,40,4,14,12,9,5
849,1.9261207468426806,40,4,14,12,8,6
850,1.9312908992306927,40,4,14,12,7,7
851,1.8866664819166874,40,4,14,11,11,4
852,1.9172871414591832,40,4,14,11,10,5
853,1.9370326766092503,40,4,14,11,9,6
854,1.9467230656818635,40,4,14,11,8,7
855,1.9406454496153462,40,4,14,10,10,6
856,1.9543516117607593,40,4,14,10,9,7
857,1.9588718484453602,40,4,14,10,8,8
858,1.9628876215181603,40,4,14,9,9,8
859,1.7139993696997977,40,4,13,13,13,1
860,1.7911535278793058,40,4,13,13,12,2
861,1.8464263954163092,40,4,13,13,11,3
862,1.886160254373812,40,4,13,13,10,4
863,1.9131681409102121,40,4,13,13,9,5
864,1.928897902987479,40,4,13,13,8,6
865,1.9340680553754912,40,4,13,13,7,7
866,1.849435498504727,40,4,13,12,12,3
867,1.892452741149904,40,4,13,12,11,4
868,1.9230734006923997,40,4,13,12,10,5
869,1.942818935842467,40,4,13,12,9,6
870,1.9525093249150798,40,4,13,12,8,7
871,1.9263567843800735,40,4,13,11,11,5
872,1.9497150925362368,40,4,13,11,10,6
873,1.9634212546816499,40,4,13,11,9,7
874,1.9679414913662505,40,4,13,11,8,8
875,1.9670340276877456,40,4,13,10,10,7
876,1.9755700374451466,40,4,13,10,9,8
877,1.9795858105179467,40,4,13,9,9,9
878,1.8954618442383218,40,4,12,12,12,4
879,1.9293658874684916,40,4,12,12,11,5
880,1.9527241956246546,40,4,12,12,10,6
881,1.9664303577700677,40,4,12,12,9,7
882,1.9709505944546686,40,4,12,12,8,8
883,1.9560075793123284,40,4,12,11,11,6
884,1.9733265144638374,40,4,12,11,10,7
885,1.9818625242212384,40,4,12,11,9,8
886,1.9854752972273344,40,4,12,10,10,8
887,1.9894910703001343,40,4,12,10,9,9
888,1.9766098981515112,40,4,11,11,11,7
889,1.9887586809150082,40,4,11,11,10,8
890,1.9927744539878083,40,4,11,11,9,9
891,1.996387226993904,40,4,11,10,10,9
892,2,40,4,10,10,10,10
